番号,23,
名前,田颖,
呼び名,田颖,
基礎,0,2000;体力
基礎,1,2000;气力
基礎,2,10000;射精
基礎,5,1500;勃起
基礎,10,1500;興奮度
基礎,11,1000;理性
基礎,12,1000;機嫌
基礎,13,1000;気分
基礎,14,1000;満足
基礎,15,10000;性欲
基礎,16,1000;眠気
基礎,17,1000;空腹
基礎,19,1000;評判
基礎,20,1000;学习成绩
基礎,21,1000;刺激度
素質,1,0;
素質,2,1,;
素質,53,;针さばき
能力,12,3;技巧
能力,40,1;清掃技能
能力,41,2;说话技巧技能
能力,50,3;指
フラグ,タイプ,5
フラグ,開始位置,12
フラグ,開始地区,2
フラグ,仕事,4
フラグ,鍵,1
フラグ,常００地区,2;2,12 家庭餐厅
フラグ,常０１地区,2
フラグ,常０２地区,2
フラグ,常０３地区,2
フラグ,常０４地区,2
フラグ,常０５地区,2
フラグ,常０６地区,2
;;;フラグ,常０７地区,2
;;;フラグ,常０８地区,2
;;;フラグ,常０９地区,2
フラグ,常１０地区,2
フラグ,常１１地区,2
フラグ,常１２地区,2
フラグ,常１３地区,2
フラグ,常１４地区,2
フラグ,常１５地区,2
フラグ,常１６地区,2
フラグ,常１７地区,2
フラグ,常１８地区,2
フラグ,常１９地区,2
フラグ,常２０地区,2
フラグ,常２１地区,2
フラグ,常２２地区,2
フラグ,常２３地区,2
フラグ,常００位置,12;2,12 家庭餐厅
フラグ,常０１位置,12
フラグ,常０２位置,12
フラグ,常０３位置,12
フラグ,常０４位置,12
フラグ,常０５位置,12
フラグ,常０６位置,12
;;;フラグ,常０７位置,12
;;;フラグ,常０８位置,12
;;;フラグ,常０９位置,12
フラグ,常１０位置,12
フラグ,常１１位置,12
フラグ,常１２位置,12
フラグ,常１３位置,12
フラグ,常１４位置,12
フラグ,常１５位置,12
フラグ,常１６位置,12
フラグ,常１７位置,12
フラグ,常１８位置,12
フラグ,常１９位置,12
フラグ,常２０位置,12
フラグ,常２１位置,12
フラグ,常２２位置,12
フラグ,常２３位置,12
フラグ,常００モラル,700;2,12 家庭餐厅
フラグ,常０１モラル,700
フラグ,常０２モラル,700
フラグ,常０３モラル,700
フラグ,常０４モラル,700
フラグ,常０５モラル,700
フラグ,常０６モラル,700
フラグ,常０７モラル,700
フラグ,常０８モラル,700
フラグ,常０９モラル,700
フラグ,常１０モラル,700
フラグ,常１１モラル,700
フラグ,常１２モラル,700
フラグ,常１３モラル,700
フラグ,常１４モラル,700
フラグ,常１５モラル,700
フラグ,常１６モラル,700
フラグ,常１７モラル,700
フラグ,常１８モラル,700
フラグ,常１９モラル,700
フラグ,常２０モラル,700
フラグ,常２１モラル,700
フラグ,常２２モラル,700
フラグ,常２３モラル,700
